image_id,D1,D2,D3,D4,D5
47149.jpg,1,0,1,0,1
37342.jpg,1,0,1,0,1
19945.jpg,1,0,1,0,1
28616.jpg,1,0,0,1,1
34058.jpg,1,0,0,0,1
23593.jpg,1,0,0,0,1
46226.jpg,1,0,1,0,1
19794.jpg,1,1,1,0,1
46262.jpg,1,0,1,0,1
42256.jpg,1,0,1,0,1
38965.jpg,1,0,1,0,1
09418.jpg,1,0,1,0,1
30537.jpg,1,0,0,1,1
34251.jpg,1,0,1,0,1
32073.jpg,1,0,1,0,1
13732.jpg,1,0,1,0,1
30937.jpg,1,0,1,0,1
43810.jpg,1,1,1,0,1
19029.jpg,1,0,1,0,1
00083.jpg,1,0,1,0,1
49108.jpg,1,0,1,0,1
24464.jpg,1,0,0,0,1
11930.jpg,1,0,1,0,1
03777.jpg,1,0,1,0,1
48073.jpg,1,0,1,0,1
32285.jpg,1,0,1,0,1
39935.jpg,1,0,1,0,1
33202.jpg,0,0,1,0,1
44389.jpg,1,0,0,1,1
19442.jpg,1,0,1,1,1
43636.jpg,1,0,1,0,1
38489.jpg,1,0,1,1,1
02178.jpg,1,0,1,0,1
43428.jpg,1,0,1,0,1
12116.jpg,1,0,0,1,1
06456.jpg,0,0,1,1,1
34311.jpg,1,0,0,1,1
21293.jpg,1,1,1,0,1
46958.jpg,1,0,0,1,1
17740.jpg,1,0,0,1,1
24577.jpg,1,0,1,0,1
49370.jpg,1,1,1,1,1
01083.jpg,1,0,1,1,1
40038.jpg,1,0,1,0,1
40108.jpg,1,0,1,0,1
04049.jpg,1,0,1,0,1
13083.jpg,1,0,1,0,1
36941.jpg,1,0,1,0,1
02718.jpg,1,0,1,0,1
22935.jpg,1,0,1,0,1
23210.jpg,0,0,1,0,1
25414.jpg,1,0,1,0,1
13806.jpg,1,0,1,0,1
01663.jpg,1,0,1,1,1
30701.jpg,1,0,1,1,1
05153.jpg,1,0,1,1,1
20812.jpg,1,0,1,1,1
06078.jpg,0,1,1,1,1
15062.jpg,1,0,1,0,1
21343.jpg,0,0,1,1,1
09234.jpg,1,0,1,1,1
42841.jpg,1,0,1,0,1
31970.jpg,1,0,1,0,1
26691.jpg,0,0,1,0,1
06047.jpg,1,0,0,0,1
19717.jpg,1,0,1,1,1
19183.jpg,0,0,0,1,1
10136.jpg,1,0,1,0,1
23791.jpg,1,0,1,1,1
34674.jpg,1,0,1,0,1
47458.jpg,1,0,1,0,1
06740.jpg,1,0,1,1,1
48076.jpg,1,0,1,0,1
47049.jpg,1,0,1,0,1
10700.jpg,1,0,1,1,1
37824.jpg,1,1,1,0,1
31434.jpg,1,0,1,0,1
26895.jpg,1,0,1,0,1
08413.jpg,1,0,1,1,1
09498.jpg,1,0,1,0,1
34032.jpg,1,0,1,1,1
15199.jpg,1,0,1,0,1
23023.jpg,1,0,1,1,1
37322.jpg,1,0,1,1,1
14132.jpg,0,1,1,0,1
24527.jpg,1,0,1,0,1
00350.jpg,1,0,1,0,1
09289.jpg,1,1,1,0,1
01942.jpg,0,0,1,0,1
03124.jpg,1,0,1,1,1
37645.jpg,0,0,1,0,1
14247.jpg,1,0,1,1,1
01344.jpg,1,0,1,1,1
29974.jpg,1,0,1,1,1
23596.jpg,1,0,0,1,1
44560.jpg,1,0,0,1,1
28779.jpg,1,0,1,1,1
05500.jpg,1,0,1,0,1
09465.jpg,1,0,1,0,1
39895.jpg,0,1,1,0,1
06653.jpg,1,0,1,0,1
25326.jpg,1,0,1,0,1
18840.jpg,1,0,1,0,1
15416.jpg,1,0,1,0,1
26883.jpg,1,0,1,0,1
11188.jpg,0,0,1,0,1
46626.jpg,1,0,1,0,1
03352.jpg,1,0,1,0,1
05495.jpg,1,0,1,0,1
25916.jpg,1,0,1,0,1
25507.jpg,1,0,1,0,1
24447.jpg,1,0,1,0,1
01184.jpg,1,0,1,1,1
48544.jpg,1,0,1,0,1
20334.jpg,1,0,1,0,1
10440.jpg,1,0,1,0,1
15335.jpg,1,0,1,0,1
18835.jpg,1,0,1,1,1
08186.jpg,1,0,1,0,1
33611.jpg,0,0,1,0,1
04991.jpg,1,0,1,0,1
49696.jpg,1,0,1,0,1
45568.jpg,1,0,1,0,1
17914.jpg,1,0,1,0,1
42054.jpg,1,0,1,0,1
04206.jpg,1,0,0,1,1
44075.jpg,1,0,1,0,1
20390.jpg,1,0,1,0,1
45113.jpg,1,0,1,0,1
46927.jpg,0,0,1,0,1
30138.jpg,1,0,1,0,1
06958.jpg,0,0,1,0,1
36411.jpg,1,0,1,0,1
00894.jpg,1,0,1,0,1
14762.jpg,1,0,1,0,1
25602.jpg,0,0,1,0,1
12329.jpg,1,0,1,0,1
11450.jpg,0,0,0,1,1
32833.jpg,0,0,1,0,1
29052.jpg,1,0,1,0,1
22915.jpg,1,0,1,0,1
02347.jpg,1,0,1,0,1
34234.jpg,1,0,1,0,1
40008.jpg,1,0,1,0,1
16306.jpg,0,0,0,1,1
16564.jpg,1,0,1,0,1
15188.jpg,1,0,0,1,1
47225.jpg,1,0,1,0,1
41893.jpg,1,0,1,0,1
40068.jpg,1,0,1,0,1
31123.jpg,1,0,0,1,0
20023.jpg,1,0,1,0,1
26321.jpg,1,0,1,0,1
42217.jpg,1,0,1,0,1
27262.jpg,1,0,0,1,1
28941.jpg,0,0,1,0,1
19361.jpg,1,0,0,1,1
09693.jpg,1,0,0,1,1
48533.jpg,0,0,1,1,1
06496.jpg,1,0,1,0,1
23590.jpg,1,0,1,0,1
20954.jpg,1,0,1,1,1
00015.jpg,1,0,1,0,1
11167.jpg,1,0,1,0,1
23599.jpg,1,0,1,1,1
07197.jpg,1,0,1,0,1
49016.jpg,1,0,1,0,1
26939.jpg,1,0,1,0,1
09488.jpg,1,0,0,1,1
29523.jpg,1,0,1,0,1
38210.jpg,1,0,1,0,1
48101.jpg,1,0,1,0,1
08832.jpg,1,0,1,1,1
32090.jpg,1,1,1,1,1
08743.jpg,1,0,1,0,1
32755.jpg,1,0,1,0,1
33519.jpg,0,0,0,1,1
04819.jpg,1,0,1,0,1
47316.jpg,1,0,1,0,1
43653.jpg,1,0,1,1,1
32925.jpg,1,0,1,0,1
10146.jpg,1,0,1,0,1
27887.jpg,1,0,1,1,1
35597.jpg,1,0,1,0,1
03816.jpg,1,0,1,0,1
17251.jpg,1,0,1,0,1
17083.jpg,1,0,1,0,1
29281.jpg,1,0,1,0,1
35364.jpg,1,0,1,0,1
40886.jpg,1,0,1,0,1
24736.jpg,1,0,1,1,1
49217.jpg,1,0,1,0,1
16409.jpg,1,0,1,0,1
22127.jpg,1,0,1,0,1
10247.jpg,1,0,1,0,1
23998.jpg,1,0,1,0,1
22033.jpg,1,0,0,0,1
27317.jpg,1,0,1,0,1
33417.jpg,1,0,1,0,1
31288.jpg,1,0,1,0,1
14530.jpg,1,0,1,0,1
41671.jpg,1,0,1,0,1
36396.jpg,1,0,1,0,1
16037.jpg,1,0,1,0,1
12898.jpg,0,0,1,0,1
47723.jpg,1,0,1,0,1
48315.jpg,1,0,1,1,1
21197.jpg,1,0,1,1,1
17971.jpg,1,0,1,0,1
42961.jpg,1,0,0,1,1
31856.jpg,1,0,1,1,1
01750.jpg,0,1,1,0,1
44847.jpg,1,0,1,0,1
34415.jpg,1,0,1,0,1
39694.jpg,0,0,1,1,1
13115.jpg,0,0,0,1,1
11036.jpg,0,0,0,1,1
38093.jpg,0,1,0,1,0
15252.jpg,1,0,1,0,1
31310.jpg,1,0,1,0,1
39202.jpg,1,0,1,1,1
03403.jpg,0,0,1,0,1
31380.jpg,1,0,1,0,1
33680.jpg,1,0,1,0,1
02043.jpg,0,0,0,1,1
16706.jpg,1,0,1,0,1
24591.jpg,0,0,0,1,1
10629.jpg,1,0,1,0,1
19409.jpg,0,0,0,1,1
06256.jpg,1,0,0,1,1
02625.jpg,0,0,1,0,1
12788.jpg,1,0,1,0,1
37670.jpg,1,0,1,0,1
05255.jpg,1,0,0,1,1
03607.jpg,1,0,1,0,1
39904.jpg,1,0,1,0,1
19537.jpg,1,0,0,1,1
40023.jpg,1,0,0,1,0
00269.jpg,1,0,1,1,1
26197.jpg,1,0,1,1,1
38342.jpg,1,0,0,1,1
15692.jpg,1,0,1,1,1
17017.jpg,1,0,1,1,1
07151.jpg,1,0,1,0,1
21366.jpg,1,0,0,1,1
03367.jpg,1,0,0,1,1
29076.jpg,1,0,1,1,1
28006.jpg,1,0,0,1,1
47559.jpg,1,0,1,1,1
20751.jpg,1,0,0,1,1
03042.jpg,1,0,1,0,0
10220.jpg,1,0,0,1,1
02234.jpg,1,0,0,1,1
21130.jpg,1,0,0,1,1
01252.jpg,1,0,0,1,1
40411.jpg,1,0,1,1,1
11896.jpg,1,0,0,1,1
44823.jpg,1,0,1,0,0
23253.jpg,1,0,0,1,1
03709.jpg,1,0,1,0,1
08568.jpg,1,0,1,0,0
45961.jpg,1,0,1,0,0
20220.jpg,1,0,1,0,1
07275.jpg,1,0,1,0,1
39461.jpg,1,0,1,0,1
38607.jpg,1,0,1,1,1
36809.jpg,1,0,1,0,1
42589.jpg,1,0,1,1,1
45392.jpg,1,0,1,0,1
11141.jpg,0,1,1,0,0
08209.jpg,0,0,1,0,1
32739.jpg,1,0,1,0,1
28846.jpg,1,0,1,0,1
04159.jpg,1,0,1,0,1
27379.jpg,0,1,1,0,1
23279.jpg,1,0,1,0,1
44629.jpg,1,0,1,0,1
43500.jpg,1,0,1,1,1
11351.jpg,1,0,1,1,1
47605.jpg,1,0,0,1,1
25182.jpg,1,0,1,0,1
31639.jpg,1,0,1,1,0
10360.jpg,1,0,1,1,1
38534.jpg,1,0,1,0,1
09212.jpg,0,0,0,1,1
03391.jpg,1,0,0,0,1
46375.jpg,1,0,1,1,1
11803.jpg,1,0,0,1,1
48033.jpg,1,0,1,1,1
41317.jpg,1,0,1,0,1
07888.jpg,1,0,1,0,1
13486.jpg,0,1,1,0,0
45687.jpg,1,0,1,0,1
24627.jpg,0,0,1,0,1
28508.jpg,0,1,0,1,1
36368.jpg,0,0,1,0,1
03711.jpg,1,0,1,0,0
02094.jpg,0,0,1,0,1
46199.jpg,1,1,1,0,1
27724.jpg,1,0,1,0,1
12295.jpg,0,0,1,1,1
19460.jpg,1,0,1,1,1
01897.jpg,0,0,1,0,1
10761.jpg,0,0,0,1,1
24023.jpg,0,0,1,0,1
32612.jpg,1,1,1,0,0
08088.jpg,1,0,1,0,1
34887.jpg,0,0,1,0,1
15659.jpg,1,0,1,0,1
01390.jpg,1,0,0,1,1
00744.jpg,1,0,1,0,1
17207.jpg,1,0,1,0,1
39770.jpg,1,0,0,1,1
03750.jpg,1,0,0,1,1
07898.jpg,0,0,0,1,1
27810.jpg,0,1,0,1,1
12055.jpg,1,0,1,1,1
14576.jpg,1,1,0,0,1
49586.jpg,1,0,1,0,1
11396.jpg,1,0,1,0,1
20078.jpg,1,0,1,0,0
02425.jpg,1,0,0,1,1
36317.jpg,1,0,1,0,0
48765.jpg,1,0,1,1,1
28927.jpg,1,0,1,0,1
19512.jpg,1,0,1,0,1
26073.jpg,1,0,1,0,1
17429.jpg,1,0,1,0,1
12538.jpg,1,0,0,1,1
49812.jpg,1,0,0,1,1
09882.jpg,1,0,1,1,1
36224.jpg,1,0,1,0,1
31624.jpg,1,0,1,0,1
21254.jpg,1,0,1,0,1
27812.jpg,1,0,1,1,1
05152.jpg,0,1,1,0,1
11572.jpg,1,0,0,1,1
44251.jpg,1,0,1,0,1
44030.jpg,1,1,1,0,1
10285.jpg,1,0,1,0,1
13542.jpg,1,0,1,0,1
33604.jpg,1,0,1,1,1
40342.jpg,1,0,1,1,1
27282.jpg,1,0,1,0,0
12231.jpg,1,0,1,0,1
25950.jpg,1,0,1,1,1
38686.jpg,1,0,1,0,1
07521.jpg,1,1,1,0,1
41982.jpg,1,0,1,0,1
19887.jpg,1,0,1,1,1
04558.jpg,1,0,1,0,1
41208.jpg,1,0,1,1,1
17001.jpg,1,0,1,0,1
00652.jpg,1,0,1,0,1
43318.jpg,1,0,1,0,1
32109.jpg,1,0,1,0,1
48417.jpg,1,0,1,0,1
28240.jpg,1,0,1,0,1
36086.jpg,1,0,1,0,1
15861.jpg,1,0,0,1,1
49272.jpg,1,0,1,0,1
21721.jpg,1,0,1,0,1
25418.jpg,1,0,1,0,1
04026.jpg,0,0,1,0,1
00088.jpg,1,0,0,1,1
20364.jpg,1,0,1,0,1
18700.jpg,1,0,0,1,1
34189.jpg,1,0,1,0,1
00559.jpg,1,0,1,0,1
34077.jpg,1,0,1,0,1
05163.jpg,1,0,1,1,1
48372.jpg,1,0,1,0,1
33523.jpg,1,0,1,0,1
24946.jpg,1,0,1,0,1
37324.jpg,1,0,1,0,1
44034.jpg,1,0,0,1,1
05897.jpg,1,0,1,1,1
28697.jpg,1,0,1,0,1
18959.jpg,1,0,1,0,1
20960.jpg,1,0,1,0,1
16831.jpg,1,0,1,0,1
38078.jpg,1,0,1,0,1
42456.jpg,1,0,1,1,1
28957.jpg,1,0,1,0,1
13702.jpg,1,0,1,0,1
22996.jpg,1,0,1,1,1
19219.jpg,1,0,1,0,1
30729.jpg,1,1,1,1,1
33188.jpg,1,0,0,0,1
39619.jpg,0,0,1,0,1
42955.jpg,0,1,1,0,1
27826.jpg,1,0,1,0,1
45197.jpg,1,0,1,0,1
25958.jpg,1,0,1,0,1
23635.jpg,1,0,1,0,1
21244.jpg,1,0,1,0,1
34578.jpg,1,0,1,0,1
31187.jpg,1,0,1,0,1
46359.jpg,0,0,1,1,1
46248.jpg,1,0,1,0,1
25273.jpg,0,0,1,0,1
01152.jpg,1,0,1,1,1
22591.jpg,1,1,1,1,1
49719.jpg,0,0,1,1,1
19407.jpg,1,0,1,0,1
00055.jpg,1,0,1,1,1
45648.jpg,1,0,1,0,1
28869.jpg,1,0,0,1,1
27252.jpg,0,0,1,0,1
47421.jpg,1,0,1,0,1
11871.jpg,1,0,1,1,1
19196.jpg,1,0,0,0,1
11027.jpg,0,0,1,0,1
42873.jpg,0,0,1,0,1
38648.jpg,1,0,1,0,1
31854.jpg,1,1,1,0,1
44498.jpg,1,0,1,0,1
37157.jpg,1,0,1,0,1
47692.jpg,0,0,1,0,1
30967.jpg,0,0,0,1,1
25410.jpg,1,0,1,0,1
16804.jpg,1,0,1,0,1
10948.jpg,1,0,1,0,1
24704.jpg,1,0,1,0,1
39361.jpg,1,0,1,0,1
21487.jpg,1,0,1,0,1
10805.jpg,0,1,1,0,1
31898.jpg,1,0,1,0,1
01386.jpg,0,1,1,1,1
37278.jpg,1,0,1,0,1
22798.jpg,1,0,1,0,1
42191.jpg,1,0,1,0,1
03277.jpg,1,0,1,0,1
36099.jpg,1,0,1,1,1
04669.jpg,1,0,1,0,1
02251.jpg,1,0,1,0,1
46535.jpg,1,0,1,0,1
21867.jpg,1,0,1,0,1
49514.jpg,1,0,1,0,1
30342.jpg,1,0,1,0,1
12313.jpg,1,0,1,1,1
37325.jpg,1,0,0,0,1
47484.jpg,1,0,1,0,1
40744.jpg,1,0,1,0,1
25464.jpg,1,0,0,0,1
00930.jpg,1,0,1,0,1
04534.jpg,1,0,1,0,1
04139.jpg,1,0,1,0,1
08773.jpg,1,0,1,1,1
07871.jpg,1,0,1,0,1
02966.jpg,1,1,1,0,1
38220.jpg,1,0,1,0,1
03231.jpg,0,1,1,1,1
34924.jpg,1,0,1,0,1
03693.jpg,1,0,1,0,1
25078.jpg,0,0,1,0,1
37583.jpg,1,0,1,0,1
44410.jpg,1,0,1,1,1
35324.jpg,1,0,1,0,1
22629.jpg,1,0,0,1,1
29223.jpg,1,0,1,0,1
10768.jpg,1,0,1,0,1
45783.jpg,1,0,1,0,1
04551.jpg,1,0,1,0,1
26657.jpg,1,0,1,0,1
05469.jpg,1,0,1,0,1
39482.jpg,1,1,1,0,1
00034.jpg,1,0,1,0,1
04580.jpg,1,0,1,0,1
24621.jpg,0,0,1,0,1
02584.jpg,1,0,1,0,1
31890.jpg,1,0,1,0,1
49503.jpg,1,0,1,0,1
32214.jpg,1,0,0,0,1
17062.jpg,1,0,1,1,1
18102.jpg,1,0,1,1,1
43879.jpg,1,0,1,0,1
36398.jpg,1,0,1,1,1
20874.jpg,1,0,1,1,1
32591.jpg,1,0,1,0,1
10382.jpg,1,0,1,0,1
41701.jpg,1,0,1,0,1
15966.jpg,1,0,1,0,1
26748.jpg,1,0,1,0,1
05773.jpg,1,0,1,1,1
19385.jpg,1,0,1,0,1
44734.jpg,1,0,1,0,1
26322.jpg,1,0,1,0,1
38831.jpg,1,0,1,0,1
28901.jpg,1,0,1,0,1
41785.jpg,1,0,1,0,1
07366.jpg,1,0,1,1,1
35292.jpg,1,0,1,0,1
02452.jpg,1,0,1,0,1
35554.jpg,1,0,1,0,1
30972.jpg,1,0,1,0,1
33780.jpg,1,0,1,0,1
40688.jpg,1,0,1,0,1
08129.jpg,1,0,1,0,1
19708.jpg,1,0,1,0,1
04266.jpg,1,0,1,1,1
46135.jpg,1,0,1,0,1
35181.jpg,1,0,1,0,1
35337.jpg,1,0,1,1,1
05243.jpg,1,0,0,1,1
22635.jpg,1,0,1,0,1
21598.jpg,1,0,1,0,1
27603.jpg,1,0,1,0,1
44323.jpg,1,0,1,0,1
33743.jpg,1,0,1,0,1
21027.jpg,1,0,1,0,1
19605.jpg,1,0,0,0,1
07298.jpg,1,0,1,0,1
04954.jpg,1,0,1,0,1
49653.jpg,1,0,1,0,1
33814.jpg,1,0,1,0,1
22985.jpg,0,0,1,0,1
20017.jpg,1,0,1,0,1
36549.jpg,1,0,1,0,1
41151.jpg,1,0,1,0,1
40183.jpg,1,0,1,0,1
12062.jpg,1,0,1,0,1
20896.jpg,1,0,0,1,1
34746.jpg,1,0,1,1,1
06164.jpg,1,0,1,1,1
15334.jpg,1,0,1,0,1
28681.jpg,1,0,0,1,1
39083.jpg,1,0,0,0,1
10600.jpg,1,0,0,0,1
17931.jpg,1,0,1,0,1
00247.jpg,1,0,1,0,1
36795.jpg,1,0,1,0,1
39796.jpg,1,0,1,0,1
20949.jpg,1,0,1,0,1
18699.jpg,1,0,1,0,1
30839.jpg,1,0,1,0,1
34301.jpg,1,0,1,1,1
22556.jpg,1,0,0,1,1
18497.jpg,1,0,1,0,1
42404.jpg,1,0,1,0,1
12001.jpg,1,0,1,0,1
16321.jpg,1,0,1,0,1
10181.jpg,1,0,1,0,1
35473.jpg,1,0,1,0,1
03858.jpg,1,1,1,0,1
34385.jpg,1,0,1,0,1
45454.jpg,1,0,0,0,1
07404.jpg,1,0,0,0,1
47906.jpg,1,0,1,0,1
08652.jpg,1,0,1,0,1
27294.jpg,1,0,0,0,1
35905.jpg,1,0,1,0,1
02897.jpg,1,0,1,0,1
42653.jpg,1,0,0,0,1
42994.jpg,1,0,1,0,1
27466.jpg,1,0,0,1,1
23215.jpg,1,0,1,0,1
24849.jpg,1,0,1,0,1
49226.jpg,1,0,1,0,1
30105.jpg,1,0,1,0,1
45809.jpg,1,0,1,0,1
26068.jpg,1,0,1,0,1
03099.jpg,1,0,1,0,1
39812.jpg,1,0,1,0,1
18725.jpg,1,0,1,0,1
17965.jpg,1,0,1,0,1
35050.jpg,1,1,1,0,1
31012.jpg,1,0,1,1,1
22249.jpg,1,1,1,0,0
16912.jpg,1,0,1,1,1
38564.jpg,1,0,1,0,1
28160.jpg,1,0,1,0,1
04053.jpg,1,0,1,0,1
38386.jpg,1,0,1,1,1
23462.jpg,1,0,1,0,1
45122.jpg,1,0,1,0,1
15775.jpg,1,0,1,0,1
10036.jpg,1,0,1,0,1
34979.jpg,0,0,1,1,1
43015.jpg,0,0,1,0,1
11537.jpg,0,0,1,0,1
39637.jpg,1,0,1,0,1
10974.jpg,1,0,1,0,1
35854.jpg,1,0,1,0,1
46270.jpg,1,0,1,0,1
28007.jpg,1,0,1,0,1
12877.jpg,1,0,1,0,1
06416.jpg,1,0,1,0,1
31022.jpg,1,0,1,1,1
19417.jpg,1,0,0,0,1
30402.jpg,1,0,1,0,1
01251.jpg,1,0,0,1,1
33742.jpg,1,0,1,1,1
45841.jpg,1,0,1,0,1
23061.jpg,1,0,1,0,1
09529.jpg,1,0,1,0,1
06268.jpg,1,0,1,0,1
12672.jpg,1,0,1,0,1
35383.jpg,1,0,1,0,1
12010.jpg,1,0,1,0,1
44302.jpg,1,0,1,0,1
42575.jpg,1,0,1,0,1
27735.jpg,1,0,1,0,1
37771.jpg,1,0,1,0,1
06114.jpg,1,0,1,0,1
16326.jpg,1,0,1,0,1
44464.jpg,1,0,1,0,1
30067.jpg,1,0,0,0,1
33974.jpg,1,0,1,0,1
12790.jpg,1,0,1,0,1
02226.jpg,1,0,1,0,1
01325.jpg,1,0,1,0,1
00475.jpg,1,0,1,0,1
07290.jpg,0,1,1,1,1
16192.jpg,1,0,0,1,1
48844.jpg,1,0,1,1,1
37767.jpg,1,0,1,1,1
41608.jpg,1,0,1,1,1
49639.jpg,1,0,1,1,1
02766.jpg,0,0,1,0,1
15500.jpg,1,0,1,0,1
14483.jpg,1,0,1,0,1
10227.jpg,0,0,1,1,1
40756.jpg,0,0,1,1,1
17843.jpg,1,0,1,0,1
22997.jpg,0,1,1,0,1
38366.jpg,1,0,1,0,1
21286.jpg,1,0,1,0,1
13187.jpg,1,0,1,1,1
38076.jpg,1,0,1,0,1
17347.jpg,1,0,1,0,1
03947.jpg,0,1,0,1,1
38381.jpg,1,0,1,0,1
36669.jpg,0,0,1,0,1
43453.jpg,1,0,1,1,1
20758.jpg,1,0,1,1,1
05088.jpg,1,0,1,0,1
48975.jpg,1,0,1,0,1
14246.jpg,1,0,1,1,1
49413.jpg,1,0,1,0,1
21413.jpg,1,0,1,0,1
19017.jpg,1,0,1,1,1
43071.jpg,0,0,0,1,1
05215.jpg,1,0,1,0,1
07162.jpg,1,0,0,0,1
48492.jpg,1,0,1,1,1
02928.jpg,1,0,0,0,1
07427.jpg,1,0,1,0,1
38953.jpg,1,0,1,0,1
31656.jpg,1,0,0,1,1
06711.jpg,1,0,1,0,1
24774.jpg,1,0,0,1,1
24073.jpg,1,0,1,1,1
38784.jpg,1,0,1,1,1
35451.jpg,0,0,1,0,1
45361.jpg,1,0,1,1,1
14367.jpg,0,0,1,0,1
25882.jpg,1,0,1,0,1
27264.jpg,0,1,1,1,1
11021.jpg,0,0,1,0,1
03326.jpg,1,0,1,1,1
26243.jpg,1,0,0,1,1
41754.jpg,1,0,0,1,1
44831.jpg,1,0,1,1,1
39673.jpg,1,0,0,1,1
22709.jpg,1,0,1,1,1
04758.jpg,1,0,1,0,1
23070.jpg,1,0,1,0,1
08614.jpg,1,0,0,1,1
26485.jpg,1,0,0,1,1
25538.jpg,1,0,1,0,1
21258.jpg,1,0,1,0,1
